user_id,REGION,TENURE,MONTANT,FREQUENCE_RECH,REVENUE,ARPU_SEGMENT,FREQUENCE,DATA_VOLUME,ON_NET,ORANGE,TIGO,ZONE1,ZONE2,MRG,REGULARITY,TOP_PACK,FREQ_TOP_PACK,CHURN
6f7609ecc8b2e4d01cd8a823380d4f3813a4bf8b,LOUGA,K > 24 month,9500.0,11.0,8794.0,2931.0,12.0,2138.0,557.0,34.0,0.0,0.0,,NO,56,On-net 1000F=10MilF;10d,6.0,0
a6866bd26b606e2c1bba6328588d0aeec07b68e0,THIES,K > 24 month,4500.0,8.0,4650.0,1550.0,10.0,0.0,140.0,84.0,5.0,,2.0,NO,60,All-net 500F=2000F;5d,6.0,0
7f94bfe48543b6140218634c65f85544c5e47250,THIES,K > 24 month,,,,,,,,,,,,NO,24,,,0
be0d0c3a96f7b852c6bc90dd41959d07c491fbd0,,K > 24 month,,,,,,,,,,,,NO,1,,,1
ed71ef80b971c5c40fb631dd2d818c9b99cdeefe,THIES,K > 24 month,1100.0,3.0,1599.0,533.0,4.0,2.0,33.0,23.0,9.0,,,NO,34,All-net 500F=2000F;5d,3.0,0
d8e55070e50f71d31ca7d41bab6ff8d60fd9f88c,,K > 24 month,,,,,,,,,,,,NO,13,,,0
6acf3d5ee80cc9503d4d0b1eda251ee29507167f,TAMBACOUNDA,K > 24 month,2500.0,5.0,2351.0,784.0,6.0,0.0,60.0,53.0,,,,NO,46,MIXT:500F= 2500F on net _2500F off net;2d,2.0,0
0bdf805df935e2e8bab12fd326639b364c5cf890,THIES,K > 24 month,13000.0,23.0,13000.0,4333.0,23.0,2.0,43.0,334.0,72.0,,,NO,47,All-net 500F=2000F;5d,26.0,0
bb1e5b9e36b54373e37cc3e541dee8e0f5b3a9b7,DAKAR,K > 24 month,4000.0,7.0,3572.0,1191.0,10.0,3233.0,,1.0,0.0,,,NO,31,"Data:490F=1GB,7d",7.0,0
fce7cd5f650baa30b3771a4fbd15f14faacbd1aa,LOUGA,K > 24 month,1350.0,5.0,869.0,290.0,5.0,,176.0,21.0,7.0,,,NO,8,On net 200F=Unlimited _call24H,4.0,0
b590b7750000c1a5a59289441d64343bcaf40ac3,,K > 24 month,,,,,,,,,,,,NO,9,,,0
d202ef42fd55ab783d13e13ff7a0079970ffe411,ZIGUINCHOR,K > 24 month,1700.0,5.0,1699.0,566.0,5.0,0.0,,47.0,0.0,,,NO,14,All-net 500F=2000F;5d,3.0,0
9c2a3ea48ee5d69a108a73634720ef3262a9c63d,ZIGUINCHOR,K > 24 month,3700.0,8.0,3697.0,1232.0,14.0,0.0,40.0,100.0,2.0,,,NO,58,All-net 500F=2000F;5d,5.0,0
4ec901d2846c42d471a7a01c9d5ecdf935f0cac4,,K > 24 month,,,,,,,,,,,,NO,1,,,1
7379d567cc55ade8fef92de3bd7d0807ae4c24a4,,K > 24 month,,,,,,,,,,,,NO,8,,,1
e522ddd1806497174d1c52eceddc086380fd868f,DAKAR,K > 24 month,1000.0,2.0,1000.0,333.0,2.0,,5.0,7.0,,,,NO,10,All-net 500F=2000F;5d,2.0,0
0d216cfe67b4e00cc3af00688effdabf99d16f72,DAKAR,K > 24 month,6200.0,18.0,6389.0,2130.0,28.0,5437.0,8.0,7.0,,,,NO,38,"Data: 200 F=100MB,24H",21.0,0
764f3cfd2f7373faf149cd23dd5d1899f08e8cf8,THIES,K > 24 month,,,,,,0.0,,,,,,NO,1,,,0
a6a71ba66cd05be6b8965b25cf6883dca823a63e,,K > 24 month,6000.0,11.0,7000.0,2333.0,13.0,0.0,146.0,111.0,,,,NO,31,All-net 500F=2000F;5d,10.0,1
f5a4ac8ef33c2e7271cf63f43e97d82bb9334fe6,THIES,K > 24 month,14500.0,17.0,14070.0,4690.0,22.0,16781.0,52.0,131.0,40.0,,,NO,62,All-net 600F= 3000F ;5d,9.0,0
cb9648a6a1a86d050607c8ed88434f9458d7dee0,KAOLACK,K > 24 month,4500.0,12.0,4500.0,1500.0,12.0,0.0,301.0,17.0,,,,NO,36,"On-net 500=4000,10d",5.0,0
275f806a9a5f9731c3010164c50c6b89b087a9ee,DAKAR,K > 24 month,3300.0,11.0,3234.0,1078.0,14.0,4567.0,9.0,19.0,,,,NO,19,"Data: 200 F=100MB,24H",9.0,0
b21cb5846d0475ee87e5265acbd0e9fbc06f1c0f,,K > 24 month,,,,,,,,,,,,NO,5,,,0
1cd370a48b2dff51c295a7c8259b140e64fdf575,KAOLACK,K > 24 month,,,,,,,,,,,,NO,1,,,1
19d7f8126e7321ba257b896a451438a5e9021506,THIES,K > 24 month,4500.0,8.0,5589.0,1863.0,9.0,,51.0,163.0,6.0,,,NO,39,All-net 500F=2000F;5d,8.0,0
c9d892e425efc6e2329a788649a7664722668478,,K > 24 month,,,,,,,,,,,,NO,2,,,0
563e60b0b0b57305f7c07b334de06d5fbaf0b8fb,DAKAR,K > 24 month,1500.0,3.0,1491.0,497.0,4.0,2601.0,6.0,4.0,,,,NO,13,"Data:490F=1GB,7d",2.0,0
602d882409a219a16e34e2c6d70abca3db5825a6,THIES,K > 24 month,400.0,2.0,400.0,133.0,2.0,,70.0,8.0,,,,NO,39,On-net 200F=60mn;1d,1.0,0
f2ba2bf0727c234d171f18fbcedef91738ff2ed6,DAKAR,K > 24 month,10850.0,27.0,11011.0,3670.0,39.0,15077.0,3.0,18.0,1.0,,,NO,61,Twter_U2opia_Daily,18.0,0
ef991bc87417e73012ac6dc707880eabf2ca532b,SAINT-LOUIS,K > 24 month,,,,,,,,,,,,NO,1,,,0
8183cc00efa1761c8dc15bb4cf052cac40c8c66a,DAKAR,K > 24 month,300.0,2.0,293.0,98.0,4.0,0.0,,2.0,,,,NO,10,,,0
d9339aea7dd101764778711730d672e020403ec5,,E 6-9 month,,,,,,,,,,,,NO,1,,,0
d5497b61d82bb74aad4ce0e655cf4854a767651f,KAOLACK,K > 24 month,6800.0,20.0,8921.0,2974.0,28.0,3487.0,3862.0,300.0,13.0,,,NO,55,On net 200F=Unlimited _call24H,19.0,0
d5d24a7a24c4e29c33f1a6d381a5dad6b4153ddf,SAINT-LOUIS,K > 24 month,6100.0,50.0,6300.0,2100.0,51.0,2760.0,1.0,,,,,NO,60,"Data: 100 F=40MB,24H",49.0,0
9eec15568b7acf84350a85ab28db109e3dbe96a5,DIOURBEL,K > 24 month,,,,,,,,,,,,NO,27,,,0
f4529416580a67912d7853298fb19a48e2a5fd13,DAKAR,K > 24 month,19500.0,40.0,20001.0,6667.0,44.0,19615.0,6706.0,600.0,178.0,,,NO,62,On net 200F=Unlimited _call24H,20.0,0
9e584a5258139521553b7b2c466c0e0d3ba088f3,DAKAR,K > 24 month,9000.0,18.0,8990.0,2997.0,23.0,21001.0,,12.0,2.0,,,NO,61,"Data:490F=1GB,7d",18.0,0
d9daa180f50ab6e1df2aa7c2a884b38bfb55ab34,,K > 24 month,,,,,,,,,,,,NO,2,,,1
d8fe9692bdcea0e2a24e89befbda0b002fc158fc,LOUGA,K > 24 month,5300.0,12.0,5394.0,1798.0,13.0,12.0,633.0,74.0,9.0,,,NO,61,MIXT:500F= 2500F on net _2500F off net;2d,6.0,0
a3bd0678922385937fee65e33c81e7c84b6eeefb,,K > 24 month,3000.0,5.0,3000.0,1000.0,5.0,0.0,22.0,94.0,4.0,,,NO,4,All-net 500F =2000F_AllNet_Unlimited,6.0,0
590d1e1fe9b4512179e10a3d1ec7e75b61e8746e,,K > 24 month,200.0,1.0,190.0,63.0,2.0,,1.0,,1.0,,,NO,18,,,0
46e28efd0e5492ee0bdb0b68557edacd3ecd7557,DAKAR,G 12-15 month,2000.0,3.0,1993.0,664.0,4.0,2645.0,61.0,48.0,3.0,,,NO,40,"Data:490F=1GB,7d",2.0,0
a68458bc57e2232ca9c4d49462760249d55e03cc,,K > 24 month,,,,,,13.0,2.0,6.0,2.0,,,NO,32,,,0
e9fa20d5652bba81e76c9df0fdc2fbba54be591d,SAINT-LOUIS,H 15-18 month,3700.0,8.0,3699.0,1233.0,9.0,,88.0,114.0,1.0,,,NO,26,All-net 500F=2000F;5d,6.0,0
5e588442ba19cb64a5a405dd9db61391e22771af,,K > 24 month,,,,,,,,,,,,NO,5,,,0
f759986184cb8fbbbc307b96b003df39101812e5,,K > 24 month,,,,,,,,,,,,NO,1,,,0
cce649a40e4791489d6c23eeee1b3cdf65a91c50,KAOLACK,K > 24 month,1600.0,9.0,1600.0,533.0,9.0,4337.0,7.0,,,,,NO,17,"Data: 200 F=100MB,24H",7.0,0
97f1324b7583a261bd21926cf0bdbcc639302e58,,K > 24 month,200.0,1.0,200.0,67.0,1.0,,1.0,8.0,,,,NO,10,On net 200F=Unlimited _call24H,1.0,0
08bc0b0feb0a36153e07a141bbe19f44101bc530,KAOLACK,K > 24 month,2100.0,6.0,2070.0,690.0,18.0,,330.0,20.0,,,,NO,39,IVR Echat_Daily_50F,16.0,0
474431d855efea7d91567bb524e7dc7f8975d84d,,K > 24 month,2000.0,2.0,2000.0,667.0,2.0,4882.0,0.0,9.0,15.0,,,NO,46,"Data:1000F=2GB,30d",2.0,0
2135d24c958a41cbc66017e959e6160824a63514,DAKAR,K > 24 month,16300.0,32.0,16253.0,5418.0,39.0,22076.0,4.0,72.0,1.0,,,NO,48,"Data:490F=1GB,7d",18.0,0
ffa5de9cbf8f4de49251ce73cf0cd67d20955ee7,DAKAR,K > 24 month,900.0,3.0,900.0,300.0,3.0,240.0,74.0,26.0,,,,NO,22,On net 200F= 3000F_10Mo ;24H,1.0,0
439e3bbcbe24b51f9573d40177ae1fe4a89b9ebd,,K > 24 month,,,455.0,152.0,1.0,169.0,14.0,,,,2.0,NO,22,,,0
585d82a19f6ff688a6aa946f3a2acac7e1accaba,DAKAR,K > 24 month,19500.0,39.0,20000.0,6667.0,40.0,,92.0,451.0,67.0,,,NO,60,All-net 500F=2000F;5d,40.0,0
d4f3dce0e57067892d2fa3acc43194d1a74a6e9c,LOUGA,K > 24 month,3950.0,15.0,4552.0,1517.0,18.0,0.0,1708.0,224.0,77.0,,,NO,53,On net 200F=Unlimited _call24H,11.0,0
422cb5e32603dbd6389d12ebf134bed0ba0c97bd,DAKAR,K > 24 month,12000.0,20.0,11998.0,3999.0,23.0,,120.0,312.0,2.0,,,NO,38,All-net 500F=2000F;5d,20.0,1
967b439f8062d4866511dbbbdd4283378e7902f4,,I 18-21 month,,,18.0,6.0,2.0,,,,,,,NO,3,,,1
3439c0a17bb60d4438c612f1c3328618ea6acb2a,,K > 24 month,4600.0,18.0,4300.0,1433.0,19.0,0.0,1433.0,67.0,118.0,,,NO,59,200=Unlimited1Day,10.0,0
fbf76a3b7dd0d08e9464533de45ebba2443f2528,,K > 24 month,100.0,1.0,99.0,33.0,1.0,,,,1.0,,,NO,2,,,1
2d5ffadd8d8d58561c145c200bf1b332a8131c0d,KAOLACK,K > 24 month,700.0,2.0,700.0,233.0,2.0,,21.0,26.0,,,,NO,20,All-net 500F=2000F;5d,1.0,0
7c92556718889d2b0f7f021a643628ff5c450032,DAKAR,K > 24 month,7750.0,33.0,8489.0,2830.0,43.0,185.0,72.0,40.0,72.0,,,NO,58,Mixt 250F=Unlimited_call24H,23.0,0
145415c387547aba4c4ff4db9dbccd4f2585fa8f,SAINT-LOUIS,K > 24 month,,,1.0,0.0,1.0,,,,,,,NO,13,,,0
74e5f6b0b551d6dd9054a2c6384f92370be2d263,SAINT-LOUIS,K > 24 month,7450.0,19.0,6409.0,2136.0,21.0,,71.0,25.0,0.0,,9.0,NO,47,All-net 500F=2000F;5d,4.0,0
9f6648882c881ee3565b0511721e0d8bdd0a18e7,,K > 24 month,,,,,,,,,,,,NO,2,,,1
89340d47adced14f457df6cf08dab935ccacaab9,,K > 24 month,5400.0,14.0,5400.0,1800.0,17.0,2.0,1328.0,57.0,16.0,,,NO,44,On net 200F=Unlimited _call24H,6.0,0
708480ce61a74c36cc888f9ac5eecfad3bc2bd86,,J 21-24 month,,,,,,0.0,,,,,,NO,10,,,0
93aa4665a3fd6b7145c6b6d3bdb5c832427970f8,,K > 24 month,,,,,,,,,,,,NO,7,,,1
02ecf02691fac82745920dff6bd57925b3406142,DAKAR,K > 24 month,4000.0,8.0,4000.0,1333.0,10.0,111.0,54.0,71.0,,,,NO,22,MIXT:500F= 2500F on net _2500F off net;2d,2.0,0
0213c60b5c89bf577adcdf8d1eec2008d2cc9137,DAKAR,K > 24 month,19200.0,38.0,19198.0,6399.0,40.0,6147.0,551.0,1153.0,63.0,,,NO,56,Jokko_Daily,36.0,0
047defe5e5f4bdd3b71c537c177f44873b81108b,,K > 24 month,,,,,,,,,,,,NO,1,,,1
4d3044dfd13866d07bf06aef8056b81aa78efa16,,K > 24 month,,,,,,458.0,,,,,,NO,9,,,1
1f1376bcd8611b47332200600ad009280a35c8e9,KAOLACK,K > 24 month,500.0,1.0,414.0,138.0,2.0,1.0,,,1.0,,,NO,8,Mixt 250F=Unlimited_call24H,1.0,0
e9b9897feb23cbd36f944b0283f24e3ab396d3b1,,K > 24 month,12100.0,48.0,12307.0,4102.0,49.0,8025.0,7.0,9.0,26.0,,8.0,NO,56,"Data: 200 F=100MB,24H",42.0,0
1f71b5a434016c39fae9730ccc54a8c22b508e67,THIES,K > 24 month,1500.0,3.0,1500.0,500.0,3.0,,32.0,15.0,,,,NO,41,All-net 500F =2000F_AllNet_Unlimited,3.0,0
0aeaa04c074d96859171cceb8a12f41cf4e97d82,ZIGUINCHOR,K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,24.0,,,,,NO,55,"On-net 500=4000,10d",1.0,0
9200e56012b90aa7a67ab3b91764d0c829fdd76d,,K > 24 month,,,,,,,,,,,,NO,9,,,0
954354deaeac368db2b1d35f8d1c5dbb6eed4099,,K > 24 month,,,,,,,,,,,,NO,2,,,1
1b047bb54d7ce6491806b7b3ff742eb5404ae57b,DAKAR,K > 24 month,100.0,1.0,101.0,34.0,1.0,,,1.0,,,,NO,61,,,0
410ec3e4d771dffed1c29bee4df2f32cc43a1bb2,THIES,K > 24 month,,,,,,,4.0,,,,,NO,4,,,0
cb25ab6424bacec55656295db8ac198e4f966106,THIES,K > 24 month,,,,,,0.0,,,,,,NO,49,,,0
982725bdd88e39e63de54028c2a50d80606daa46,THIES,K > 24 month,,,,,,0.0,,,,,,NO,7,,,1
3a1eb0e0d470c3889f7f009e78f1528d1cb03e7c,,K > 24 month,,,,,,,,,,,,NO,8,,,0
f31f90409a5d8614c65d5a1195155a5699d1d01a,KAOLACK,K > 24 month,10000.0,19.0,13606.0,4535.0,26.0,,12.0,336.0,31.0,,,NO,49,All-net 500F=2000F;5d,19.0,0
4559971552fc6523d65d488a2ffa52a14bbe86eb,KOLDA,K > 24 month,200.0,1.0,200.0,67.0,1.0,0.0,83.0,8.0,,0.0,,NO,13,On net 200F=Unlimited _call24H,1.0,0
e0f6ec73acd48fa711a74b079541dd524bfeec8b,TAMBACOUNDA,K > 24 month,2000.0,4.0,2000.0,667.0,4.0,,98.0,50.0,,,,NO,22,All-net 500F=2000F;5d,3.0,0
5fb1a5d89c576bd77c0d2f6fcc8d26ce58edd34d,,K > 24 month,1350.0,6.0,1350.0,450.0,7.0,0.0,410.0,35.0,1.0,,,NO,62,On net 200F=Unlimited _call24H,5.0,0
72dea93bd145972031613f908eb6700957e2c8a6,DAKAR,K > 24 month,15150.0,60.0,15369.0,5123.0,83.0,9329.0,3.0,11.0,,,,NO,62,"Data: 100 F=40MB,24H",122.0,0
ad7237b33c07372b1fa3a19f255bcff49a2543a6,SAINT-LOUIS,I 18-21 month,1000.0,1.0,1000.0,333.0,1.0,486.0,,,,,,NO,20,"Data:1000F=5GB,7d",1.0,0
15429f910fd76c202ea6ae23b3a3cb2f5672dac4,,K > 24 month,900.0,8.0,899.0,300.0,8.0,455.0,1.0,2.0,,,,NO,39,"Data: 100 F=40MB,24H",7.0,0
3c924841f0c8ea4ef375077ed21be02a57bbaad3,,K > 24 month,1000.0,1.0,982.0,327.0,3.0,9.0,0.0,7.0,,,,NO,4,,,1
f43bad6899ca6d8b88ee450c629fa70dad82d5f4,,K > 24 month,,,,,,,,,,,,NO,1,,,1
6b6b9554fef77f596a0929203ab18b35afe681a9,DAKAR,K > 24 month,8700.0,13.0,8699.0,2900.0,16.0,3309.0,17.0,27.0,9.0,,,NO,62,"Data:700F=1.5GB,7d",10.0,0
2489fc01fc206b7ba049bd9d90fe31d542fe89a3,DAKAR,K > 24 month,2500.0,6.0,2493.0,831.0,9.0,399.0,1.0,4.0,1.0,,,NO,33,"Data:490F=1GB,7d",3.0,0
b6bcacb6f493e6a35ed7a79b44ef05bf7f613d76,,G 12-15 month,,,,,,,,,,,,NO,1,,,1
57c91aed042cc0005dcff978d1c7967697ce7d5d,DAKAR,K > 24 month,27000.0,26.0,27499.0,9166.0,26.0,0.0,40.0,653.0,199.0,,,NO,62,All-net 1000=5000;5d,24.0,0
497b3b5c9721d0d32c2b8a68fbf21a12cf167d1b,,K > 24 month,,,,,,1.0,,,,,,NO,3,,,0
83dfa2e6a76ef0f7ed83b8ca43efd785479bb8e5,,K > 24 month,,,,,,,,,,,,NO,3,,,1
da884fbfa7c8fb40c14e1b0598403d42bf9b7ebf,,K > 24 month,2800.0,11.0,2802.0,934.0,11.0,1132.0,227.0,,23.0,,,NO,42,"Data: 100 F=40MB,24H",3.0,0
340950e2ccd795c3e3272728274f5275ed551391,DAKAR,K > 24 month,3500.0,18.0,3408.0,1136.0,18.0,655.0,933.0,10.0,,,,NO,55,"Data: 100 F=40MB,24H",10.0,0
8f401f65863fbc5a90fa7767b62f48203313fa5e,THIES,K > 24 month,,,,,,,5.0,,,,,NO,1,,,0
267283475d0c91531bb07f90f68fb2bebea04eb6,DAKAR,K > 24 month,1100.0,3.0,1100.0,367.0,3.0,1202.0,,0.0,,,,NO,28,"Data:150F=SPPackage1,24H",1.0,0
76b78b0d9961debea3ef1b26abe3468cf294df14,LOUGA,K > 24 month,900.0,4.0,901.0,300.0,7.0,,6.0,2.0,,,,NO,19,,,0
66d86543567be35de4030d61eb2f75c0b7b4ff63,,K > 24 month,,,,,,,,,,,,NO,4,,,0
23306e008f390fc0bd86c6428564b1b87623b41d,DAKAR,K > 24 month,4500.0,4.0,4552.0,1517.0,6.0,10320.0,6.0,9.0,,,,NO,59,"Data:1000F=2GB,30d",3.0,0
6ce961380f5fdab28c759a534afe3bdab35a2e42,DIOURBEL,K > 24 month,3350.0,6.0,1959.0,653.0,21.0,,4.0,43.0,49.0,,,NO,24,,,0
0ab3254ac2acf61f6e9e11c1dbb020025ce78dfe,DAKAR,K > 24 month,27000.0,49.0,28417.0,9472.0,66.0,51996.0,95.0,126.0,21.0,,,NO,62,"Data:490F=1GB,7d",46.0,0
db53252927cfd5b674d4e4c3fc51e95202649ab2,,K > 24 month,,,,,,,,,,,,NO,1,,,1
d3dd0da3b5f07828f842efb739d3d2b1ddd8cc6e,DIOURBEL,K > 24 month,,,,,,,,,,,,NO,24,,,0
eb291765cbf990ed545f1d33aafff309cdf2656f,DAKAR,K > 24 month,21550.0,33.0,21929.0,7310.0,41.0,,108.0,501.0,74.0,,5.0,NO,61,All-net 600F= 3000F ;5d,27.0,0
a5405cb35b333fbaeaa97970ca95303236ac2232,KOLDA,K > 24 month,4500.0,9.0,4500.0,1500.0,10.0,,49.0,122.0,,,,NO,5,All-net 500F=2000F;5d,7.0,0
2ba2bf9b1e3c18b62ec5da66f5df096b4e04a399,,K > 24 month,,,,,,,,,,,,NO,7,,,0
a03a6d492c581c3abf29f2d46ae8310c85f2306d,DAKAR,K > 24 month,10100.0,21.0,13098.0,4366.0,29.0,1188.0,58.0,215.0,15.0,,,NO,62,All-net 500F=2000F;5d,17.0,0
4c34bf8eba248d3209b768ed50e66df05089fd75,MATAM,K > 24 month,,,,,,,,,,,,NO,32,,,0
2beee21db5cd6957ea604b9afe8b1096337ffe96,FATICK,K > 24 month,1000.0,1.0,,,,,45.0,3.0,1.0,,,NO,12,,,0
d90b87ae24d376a3a5f85f79da2533a008326c63,DAKAR,K > 24 month,4700.0,10.0,4442.0,1481.0,11.0,,545.0,89.0,3.0,,,NO,31,All-net 500F=2000F;5d,5.0,0
b30493879b70699811a5de502176f76eb1578fc6,,K > 24 month,,,,,,,,,,,,NO,2,,,1
0fc38125d3ad8fb14389903c11b45275d152111d,FATICK,K > 24 month,4600.0,21.0,4336.0,1445.0,20.0,0.0,1284.0,109.0,0.0,,,NO,40,On net 200F=Unlimited _call24H,20.0,0
ddaab45401cd4de93be74ac4860d91da79755f8b,,K > 24 month,1500.0,3.0,1499.0,500.0,3.0,0.0,4.0,43.0,0.0,,,NO,18,All-net 500F=2000F;5d,2.0,0
e6e7714836a758675255b5724d1aa0873fbe2de2,KAOLACK,K > 24 month,5600.0,14.0,5600.0,1867.0,19.0,8215.0,29.0,41.0,10.0,,,NO,55,"Data:490F=1GB,7d",5.0,0
163e44270409f73c2a889ba10381f50aab3a3b29,KAFFRINE,K > 24 month,1000.0,2.0,1000.0,333.0,4.0,,24.0,0.0,,,,NO,33,IVR Echat_Monthly_500F,1.0,0
3330203e000c39a2407c81b30139913b2fc8c608,ZIGUINCHOR,K > 24 month,12450.0,44.0,12684.0,4228.0,52.0,,7.0,76.0,5.0,,1.0,NO,54,VAS(IVR_Radio_Daily),18.0,0
6c1cb13b0cc65b6df0540b0c9762d986ba678318,DIOURBEL,K > 24 month,6500.0,8.0,6521.0,2174.0,11.0,4096.0,70.0,117.0,89.0,,,NO,46,All-net 500F =2000F_AllNet_Unlimited,9.0,0
fedf6b15048f3679c453d9966f823d654224aa78,KOLDA,K > 24 month,10000.0,19.0,11699.0,3900.0,22.0,,244.0,232.0,,,,NO,62,All-net 500F=2000F;5d,14.0,0
377b34419d43176bfcaa2ca217cbf57376684efc,DAKAR,K > 24 month,2500.0,5.0,2500.0,833.0,5.0,,86.0,80.0,2.0,,,NO,27,MIXT:500F= 2500F on net _2500F off net;2d,5.0,0
985e02ddf1bbc94635b9b4ed4ab1265a269804a0,,K > 24 month,,,,,,174.0,,8.0,,,,NO,41,,,0
ad64949f5acbbdd20d0b894d41701815b8a10e5a,,K > 24 month,,,,,,,,,,,,NO,1,,,1
2bd054ab1686045b39ec9485f516d3f67cfd6481,,K > 24 month,6000.0,12.0,6000.0,2000.0,12.0,,102.0,129.0,0.0,,,NO,30,All-net 500F=2000F;5d,12.0,0
